Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","842","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","1205.8","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","1413.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","1431.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","1439","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","1566","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1448.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","1597.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1810.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1896.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1931.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1733.6","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1485.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","202","Afrique du Sud","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1370.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","1173","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","1365.2","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","1308","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","1378.2","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","1496.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","1795.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","2136.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","2040.2","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","2077","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","2220","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","2392.9","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","2852.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","2645.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","2518.8","F","Estimation FAO"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","3169.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","3605.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","4296.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","2745.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","2412.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","3","Albanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","2469.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","1306.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","1689","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","1676.9","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","1887.6","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","1893.5","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","2083.9","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","2553.6","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","2479.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","2104.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","2469.1","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","2745.5","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","2376.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","2350.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","1993.8","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","4","Algérie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","1730.5","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","962.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","1003.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","911.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","922.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","1003.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","982","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","886.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","817.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","717.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","635","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","689.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","673.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","883.1","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","948.4","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","869.9","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","989","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","1208.2","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1446.8","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","1416.8","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1437.8","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1679.3","F","Estimation FAO"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1189.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1285.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1211.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","981.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","941.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","79","Allemagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","946.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","8","Antigua-et-Barbuda","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","2933.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","2172.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","2267.3","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","2569","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","2528.4","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","2668","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","2565.7","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","194","Arabie saoudite","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","2571.8","Fc","Donnée calculée"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","1021","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","974.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1993","1993","USD","1011.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1994","1994","USD","986","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1995","1995","USD","960.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1996","1996","USD","1010.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","890.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","783.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","680.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","680.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","670.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","378.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","920.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","807.1","F","Estimation FAO"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","705.6","F","Estimation FAO"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","569.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","715.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","755.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","638.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","968.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1089.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1016.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1061.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","9","Argentine","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1016.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1997","1997","USD","843.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1998","1998","USD","817.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1999","1999","USD","367.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2000","2000","USD","381.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2001","2001","USD","434.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2002","2002","USD","426.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","466.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","488.6","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","627.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","641","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","865.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1071.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","897.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","916.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","996.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","986.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","945.5","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","961.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","852.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2016","2016","USD","797.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","1","Arménie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2017","2017","USD","841.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2003","2003","USD","784.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2004","2004","USD","950.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2005","2005","USD","916.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2006","2006","USD","796.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2007","2007","USD","893.7","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2008","2008","USD","1145","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2009","2009","USD","1164.4","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2010","2010","USD","1308.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2011","2011","USD","1412.1","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2012","2012","USD","1396.8","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2013","2013","USD","1257.9","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2014","2014","USD","1168.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","10","Australie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","2015","2015","USD","899.3","","Donnée officielle"
"PP","Prix à la Production - Annuels","11","Autriche","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1991","1991","USD","1592.2","","Donnée officielle"
"PP","Prix à la Production - Annuels","11","Autriche","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet","1992","1992","USD","1664.3","","Donnée officielle"
