OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),Outlier,TotalGHGEmissions
20395,2015,NonResidential,Small- and Mid-Sized Office,Holyoke Building,98104,7,Downtown,47.6054039,-122.33641815,1900,1.0,5.0,39960,0,39960,Office,35672.0,Other,2840.0,,,82.0,1734533.0,,29.73
20396,2015,NonResidential,Warehouse,Meaves Building,98104,7,Downtown,47.60485291,-122.33612861,1900,1.0,5.0,33300,0,33300,Non-Refrigerated Warehouse,24000.0,Retail Store,6000.0,,,,131810.0,,0.92
20397,2015,NonResidential,Hotel,Hotel Seattle,98101,7,Downtown,47.60718918,-122.33450317,1926,1.0,11.0,36240,0,36240,Hotel,36240.0,,,,,97.0,2094525.0,,113.41
20398,2015,NonResidential,Other,Womens University Club,98101,7,Downtown,47.6078978,-122.33221659,1922,1.0,3.0,39320,6960,32360,Social/Meeting Hall,39320.0,,,,,,2916511.0,,135.55
20402,2015,NonResidential,Other,First United Methodist Church,98104,7,Downtown,47.60526618,-122.33134867,1908,1.0,5.0,41536,0,41536,Performing Arts,41536.0,,,,,,1024033.0,,7.14
20406,2015,NonResidential,Hotel,Reynolds Work Release Facility,98104,7,Downtown,47.60208905,-122.32903145,1909,1.0,6.0,35820,0,35820,Hotel,35820.0,,,,,91.0,3507714.0,,138.61
20419,2015,NonResidential,K-12 School,Seattle Lutheran High School,98116,1,Southwest,47.56502533,-122.38456726,1965,1.0,3.0,49744,0,49744,K-12 School,49744.0,,,,,99.0,1748132.0,,72.5
20425,2015,NonResidential,Worship Facility,Hope Lutheran Church,98116,1,Southwest,47.56334562,-122.38494153,1923,1.0,2.0,37816,0,37816,Worship Facility,19407.0,K-12 School,18701.0,,,58.0,1423706.0,,42.5
20427,2015,NonResidential,Mixed Use Property,Lyon'S Antique Mall-Winderemere-Garlic Jims,98116,1,Southwest,47.56221008,-122.38638306,1926,1.0,2.0,23315,0,23315,Office,7758.0,Retail Store,6919.0,Restaurant,1976.0,,1353017.0,,32.05
20428,2015,NonResidential,Mixed Use Property,Matador/Jak'S Grill/8 Limbs Yoga/Fitness Together,98116,1,Southwest,47.56147766,-122.38638306,1930,1.0,2.0,20700,0,20700,Non-Refrigerated Warehouse,6900.0,Restaurant,6900.0,Other - Recreation,4323.0,,4119958.0,,181.35
20433,2015,NonResidential,Other,West Seattle Bowl / Highstrike Grill,98116,1,Southwest,47.56279704,-122.38212068,1948,1.0,1.0,41521,13124,28397,Other - Recreation,26241.0,Parking,13124.0,Restaurant,2574.0,,3314418.0,,95.14
20435,2015,NonResidential,Supermarket/Grocery Store,Trader Joe'S,98126,1,Southwest,47.56234935,-122.38090294,1946,1.0,2.0,25762,0,25762,Supermarket/Grocery Store,25762.0,,,,,100.0,2347893.0,,16.37
20440,2015,NonResidential,Small- and Mid-Sized Office,Sk Food Group/Lsg Sky Chef,98126,1,Southwest,47.5619656,-122.37860657,1981,1.0,3.0,43387,0,43387,Office,45000.0,,,,,62.0,2616127.0,,32.48
20470,2015,NonResidential,Mixed Use Property,Lake City Center,98125,5,North,47.72145421,-122.2960621,1979,1.0,1.0,39350,0,39350,Supermarket/Grocery Store,19271.0,Retail Store,19249.0,Food Service,1945.0,,235541.0,,1.64
20474,2015,NonResidential,Other,Cascade Building,98125,5,North,47.72032547,-122.2950916,1949,1.0,1.0,22405,0,22405,Other,11000.0,Retail Store,7500.0,,,,3537977.0,,137.83
20494,2015,SPS-District K-12,Other,Cedar Park Elementary (Sps-District),98125,5,North,47.72586701,-122.2871111,2013,1.0,1.0,32590,0,32590,Other,32590.0,,,,,,1618695.0,,73.34
20503,2015,NonResidential,Medical Office,Seattle Children'S Hospital  (Odessa Brown Children'S Clinic),98122,3,Central,47.6012949,-122.3045281,1990,1.0,2.0,39000,0,39000,Medical Office,39000.0,,,,,26.0,2658826.0,,33.43
20506,2015,NonResidential,Other,Nw Art And Frame/Husky Ice Cream,98116,1,Southwest,47.56033119,-122.3871845,1924,1.0,1.0,22180,0,22180,Other - Mall,14000.0,Restaurant,8180.0,,,,5063753.0,,146.35
20515,2015,SPS-District K-12,K-12 School,Beacon Hill School (Sps-District),98144,2,Greater Duwamish,47.58508977,-122.3153598,1971,1.0,1.0,51704,0,51704,K-12 School,51704.0,,,,,68.0,1633499.0,,35.72
20519,2015,NonResidential,Distribution Center,2001 Plum Llc,98144,2,Greater Duwamish,47.58493545,-122.3064559,1969,1.0,1.0,25920,0,25920,Distribution Center,19277.0,Refrigerated Warehouse,4051.0,Office,2592.0,,1241432.0,,16.27
20520,2015,NonResidential,Refrigerated Warehouse,Oriental Meats,98144,2,Greater Duwamish,47.58520699,-122.3059527,1953,1.0,1.0,25480,0,25480,Refrigerated Warehouse,25480.0,,,,,,735178.0,,5.13
20522,2015,NonResidential,Warehouse,Mb Warehouse Llc,98144,2,Greater Duwamish,47.58473587,-122.30489349,1970,1.0,2.0,31000,0,31000,Non-Refrigerated Warehouse,31000.0,,,,,,4038090.0,,29.24
20523,2015,NonResidential,Small- and Mid-Sized Office,Impressions Northwest,98144,2,Greater Duwamish,47.58501969,-122.3050165,1961,1.0,1.0,29740,0,29740,Office,17384.0,Non-Refrigerated Warehouse,12208.0,,,28.0,1785906.0,,21.12
20525,2015,NonResidential,Distribution Center,Kusak Cut Glass Works,98144,2,Greater Duwamish,47.58594125,-122.3045275,1954,1.0,1.0,23236,0,23236,Distribution Center,20736.0,Office,1250.0,Retail Store,1250.0,,437619.0,,12.71
20526,2015,NonResidential,Small- and Mid-Sized Office,Family Services,98144,2,Southeast,47.58600295,-122.3035276,2009,1.0,3.0,38075,0,38075,Office,29035.0,K-12 School,6213.0,Retail Store,2825.0,,1921890.0,,19.0
20531,2015,NonResidential,Small- and Mid-Sized Office,Red Cross,98144,3,Southeast,47.58585718,-122.2996162,1970,1.0,2.0,39170,0,39170,Office,35500.0,,,,,81.0,2201852.0,,66.79
20541,2015,NonResidential,Other,Mycon'S Used Cars,98144,2,Southeast,47.57012605,-122.292111,1963,1.0,2.0,20047,0,20047,Other - Services,20047.0,,,,,,109014.0,,0.76
20552,2015,NonResidential,Retail Store,Old Western Steel Casting Co,98134,2,Greater Duwamish,47.57404085,-122.3335709,1914,1.0,1.0,20000,0,20000,Retail Store,20000.0,,,,,63.0,662658.0,,4.62
20556,2015,NonResidential,Warehouse,Alaska Copper Works,98134,2,Greater Duwamish,47.57410247,-122.3249822,1955,1.0,2.0,32400,0,32400,Non-Refrigerated Warehouse,32700.0,,,,,83.0,151376.0,,1.06
20564,2015,NonResidential,Mixed Use Property,Sweetbriar Apts (Mixed Use),98109,7,Magnolia / Queen Anne,47.63736343,-122.35733032,2008,1.0,4.0,84147,31384,52763,Multifamily Housing,38682.0,Parking,31384.0,Office,13881.0,90.0,1551204.0,,10.81
20565,2015,NonResidential,Supermarket/Grocery Store,Safeway Store # 368,98109,7,Magnolia / Queen Anne,47.63770856,-122.3560834,1962,1.0,1.0,25159,0,25159,Supermarket/Grocery Store,25883.0,Parking,,,,38.0,9074520.0,,252.6
20570,2015,NonResidential,Mixed Use Property,Eden Hill (New Mix-Use),98109,7,Magnolia / Queen Anne,47.63690543,-122.3573012,2007,1.0,4.0,83175,31972,51203,Multifamily Housing,33547.0,Parking,31972.0,Retail Store,17656.0,55.0,2503240.0,,37.17
20573,2015,Nonresidential COS,Other,Queen Anne Community Center,98119,7,Magnolia / Queen Anne,47.63636811,-122.3579171,1948,1.0,1.0,27247,0,27247,Other - Recreation,14317.0,Fitness Center/Health Club/Gym,7701.0,Pre-school/Daycare,3045.0,,2219190.0,,75.67
20605,2015,NonResidential,Warehouse,Visko Building,98106,1,Delridge,47.56439838,-122.3535263,1953,1.0,1.0,31521,0,31521,Non-Refrigerated Warehouse,31521.0,,,,,8.0,1712925.0,,61.54
20613,2015,NonResidential,Warehouse,Qfc Warehouse,98134,2,Greater Duwamish,47.56983869,-122.334806,1951,1.0,1.0,24000,0,24000,Non-Refrigerated Warehouse,20400.0,Office,3600.0,,,,742565.0,,24.51
20614,2015,NonResidential,Self-Storage Facility,J C Wright Sales Company,98134,2,Greater Duwamish,47.56484985,-122.34174347,1952,1.0,1.0,21900,0,21900,Self-Storage Facility,21900.0,,,,,,945063.0,,45.98
20617,2015,NonResidential,Retail Store,Grand Central Bakery,98134,2,Greater Duwamish,47.56540757,-122.340694,1953,1.0,1.0,39900,0,39900,Retail Store,25000.0,Non-Refrigerated Warehouse,15000.0,,,30.0,866622.0,,29.97
20618,2015,NonResidential,Warehouse,Compton Lumber Co,98134,2,Greater Duwamish,47.56887225,-122.3352073,1961,1.0,1.0,38005,0,38005,Non-Refrigerated Warehouse,21560.0,Self-Storage Facility,10974.0,Office,5471.0,,737480.0,,9.86
20620,2015,NonResidential,Distribution Center,C.C. Filson,98134,2,Greater Duwamish,47.56778076,-122.3361816,1998,1.0,1.0,35579,0,35579,Distribution Center,35579.0,,,,,60.0,1025659.0,,35.0
20626,2015,NonResidential,Distribution Center,Alaskan Copper And Brass Co,98134,2,Greater Duwamish,47.57382202,-122.32672882,1975,1.0,1.0,49950,0,49950,Distribution Center,49950.0,,,,,98.0,231964.0,,1.62
20645,2015,SPS-District K-12,K-12 School,Stevens Elementary (Sps-District),98112,3,East,47.63179299,-122.3078286,2001,1.0,3.0,62078,0,62078,K-12 School,62078.0,,,,,97.0,1888389.0,,48.6
20659,2015,NonResidential,Worship Facility,Magnolia United Church Of Christ,98199,7,Magnolia / Queen Anne,47.63913312,-122.4033599,1947,1.0,2.0,22612,0,22612,Worship Facility,22612.0,,,,,90.0,672915.0,,28.6
20685,2015,NonResidential,Other,Toyota Of Lake City (2013),98125,5,North,47.72599646,-122.2930226,1976,1.0,2.0,38787,0,38787,Automobile Dealership,38787.0,Parking,,,,,3098277.0,,60.52
20686,2015,NonResidential,Self-Storage Facility,Lake City Mini Storage,98125,5,North,47.72310925,-122.2942276,1988,1.0,2.0,50368,0,50368,Self-Storage Facility,50369.0,,,,,,719734.0,,27.02
20707,2015,NonResidential,Warehouse,Mallory Safety & Supply Llc,98134,2,Greater Duwamish,47.5530199,-122.3360465,1938,1.0,1.0,30545,0,30545,Non-Refrigerated Warehouse,23545.0,Office,7000.0,,,12.0,1523324.0,,59.11
20735,2015,NonResidential,K-12 School,St Anne School,98119,7,Magnolia / Queen Anne,47.63107491,-122.3584347,1922,1.0,3.0,32691,0,32691,K-12 School,33550.0,,,,,99.0,952879.0,,29.88
20743,2015,NonResidential,Worship Facility,St Anne Church & Rectory,98119,7,Magnolia / Queen Anne,47.63164576,-122.3584314,1963,1.0,2.0,24227,0,24227,Worship Facility,26210.0,,,,,64.0,1019183.0,,46.0
20758,2015,NonResidential,Small- and Mid-Sized Office,Queenview Apts,98119,7,Magnolia / Queen Anne,47.63216885,-122.3653904,1917,1.0,4.0,28546,0,28546,Office,28546.0,,,,,98.0,659265.0,,30.48
20768,2015,NonResidential,Distribution Center,Audio Visual Factory,98108,2,Greater Duwamish,47.5436441,-122.3078483,1956,1.0,1.0,27000,0,27000,Distribution Center,27000.0,,,,,59.0,614852.0,,17.49
20811,2015,SPS-District K-12,K-12 School,Seward (Sps-District),98102,4,Lake Union,47.64246976,-122.3239614,1999,1.0,3.0,95501,0,95501,K-12 School,95501.0,,,,,88.0,3105397.0,,66.39
20815,2015,NonResidential,Small- and Mid-Sized Office,Office-Sprag,98102,4,Lake Union,47.64256231,-122.3262091,1957,1.0,2.0,21183,0,21183,Office,13945.0,Parking,7238.0,,,94.0,501194.0,,3.49
20836,2015,NonResidential,Large Office,Eastlake Center (North & South),98102,4,Lake Union,47.64635866,-122.3257347,1985,1.0,5.0,137738,55504,82234,Office,77796.0,Parking,55504.0,Other,4438.0,61.0,4773349.0,,33.28
20861,2015,NonResidential,Residence Hall,Keystone Group Home,98103,4,Lake Union,47.65018106,-122.3442638,1988,1.0,3.0,21118,0,21118,Residence Hall/Dormitory,21118.0,,,,,39.0,1392015.0,,38.46
20868,2015,NonResidential,Large Office,Stone 34,98103,4,Lake Union,47.64867065,-122.3424503,2013,1.0,5.0,206126,0,206126,Office,132181.0,Parking,73177.0,Other,8324.0,100.0,3568616.0,,50.29
20871,2015,NonResidential,Small- and Mid-Sized Office,Offices - Production Network,98103,4,Lake Union,47.64888467,-122.3464839,1900,1.0,2.0,20500,0,20500,Office,20500.0,,,,,96.0,722951.0,,18.1
20885,2015,NonResidential,Senior Care Community,Ballard Care & Rehab,98117,6,Ballard,47.69846975,-122.3671306,1966,1.0,2.0,60422,0,60422,Senior Care Community,36000.0,Parking,,,,8.0,10420096.0,,391.32
20888,2015,NonResidential,Worship Facility,Assumption Church,98115,4,Northeast,47.67465943,-122.2928258,1930,1.0,2.0,25521,0,25521,Worship Facility,25521.0,,,,,85.0,561874.0,,13.86
20890,2015,NonResidential,K-12 School,Asb School,98115,4,Northeast,47.67465943,-122.2928258,1986,1.0,1.0,23190,0,23190,K-12 School,23190.0,,,,,84.0,1540235.0,,60.49
20899,2015,NonResidential,Mixed Use Property,Cosmopolitan Apartments (Retail And Apts/Condo),98105,4,Lake Union,47.66169359,-122.3234666,1966,1.0,3.0,126153,36286,89867,Multifamily Housing,62074.0,Parking,36286.0,Office,27793.0,62.0,4107443.0,,87.96
20930,2015,SPS-District K-12,K-12 School,Queen Anne Elementary (Sps-District),98109,7,Magnolia / Queen Anne,47.637673,-122.3485889,1925,1.0,1.0,48789,0,48789,K-12 School,48789.0,,,,,89.0,1545356.0,,40.85
20967,2015,SPS-District K-12,K-12 School,Columbia School(Sps-District),98118,2,Southeast,47.55842282,-122.2873736,1925,1.0,1.0,33105,0,33105,,,,,,,79.0,1739013.0,,72.03
20970,2015,NonResidential,Senior Care Community,Kin On Health Care Center,98118,2,Southeast,47.55391552,-122.2787918,1966,1.0,2.0,48882,7233,41649,Senior Care Community,41922.0,Parking,9079.0,,,53.0,6592304.0,,223.34
20976,2015,NonResidential,Warehouse,Nwcp Bldg E,98108,2,Greater Duwamish,47.5536881,-122.3248668,1977,1.0,1.0,22320,0,22320,Non-Refrigerated Warehouse,22320.0,,,,,67.0,405823.0,,2.83
20979,2015,NonResidential,Small- and Mid-Sized Office,Hathaway Bldg,98108,2,Greater Duwamish,47.55315894,-122.3260854,1982,1.0,2.0,40029,0,40029,Office,31800.0,Non-Refrigerated Warehouse,8200.0,,,83.0,1182575.0,,8.24
20984,2015,NonResidential,Small- and Mid-Sized Office,Building R,98108,2,Greater Duwamish,47.55196738,-122.3251545,1970,1.0,2.0,28304,0,28304,Office,27185.0,,,,,68.0,1261714.0,,8.8
20985,2015,NonResidential,Other,Building Q,98108,2,Greater Duwamish,47.55169324,-122.3245549,1970,1.0,1.0,26400,0,26400,Other - Recreation,20560.0,Non-Refrigerated Warehouse,7200.0,,,,499928.0,,3.49
20986,2015,NonResidential,Warehouse,Orcas Building - King County,98108,2,Greater Duwamish,47.55047761,-122.3237893,1968,1.0,1.0,27680,0,27680,Non-Refrigerated Warehouse,25000.0,Office,2680.0,,,,1712796.0,,61.39
20987,2015,NonResidential,Small- and Mid-Sized Office,Building P,98108,2,Greater Duwamish,47.55148102,-122.3263613,1969,1.0,2.0,25872,0,25872,Office,23272.0,Non-Refrigerated Warehouse,2600.0,,,,1696448.0,,44.3
20988,2015,NonResidential,Small- and Mid-Sized Office,Building O,98108,2,Greater Duwamish,47.55129662,-122.3257379,1969,1.0,2.0,25872,0,25872,Office,24988.0,,,,,48.0,2156407.0,,69.87
20989,2015,NonResidential,Warehouse,Building N,98108,2,Greater Duwamish,47.55102755,-122.325166,1969,1.0,1.0,20500,0,20500,Non-Refrigerated Warehouse,21386.0,,,,,64.0,228212.0,,1.59
21005,2015,NonResidential,Small- and Mid-Sized Office,4000 Aurora Building,98103,4,Lake Union,47.65566368,-122.3468241,1958,1.0,2.0,21436,0,21436,Office,21436.0,,,,,94.0,572139.0,,3.99
21023,2015,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,98102,3,Northeast,47.65197566,-122.3216429,1998,1.0,1.0,20233,0,20233,Office,7245.0,Non-Refrigerated Warehouse,6644.0,Other,6344.0,,551801.0,,13.76
21057,2015,NonResidential,Small- and Mid-Sized Office,"Custom Craft Studios,Retail, Office Apt",98103,6,Lake Union,47.65172127,-122.3509877,2006,1.0,4.0,39926,12400,27526,Office,24335.0,Parking,12400.0,Retail Store,2575.0,,992902.0,,13.08
21095,2015,NonResidential,Self-Storage Facility,Downtown Self Storage,98101,7,Downtown,47.61175233,-122.3404117,1928,1.0,6.0,46580,0,46580,Self-Storage Facility,46580.0,,,,,,764820.0,,5.33
21097,2015,NonResidential,Retail Store,Bergman'S Luggage,98101,7,Downtown,47.61159134,-122.3401413,1916,1.0,2.0,25920,0,25920,Retail Store,25920.0,,,,,37.0,468776.0,,3.27
21108,2015,NonResidential,Small- and Mid-Sized Office,Belltown Center,98121,7,Downtown,47.6129837,-122.34325409,1919,1.0,2.0,25920,0,25920,Office,23995.0,,,,,84.0,1453543.0,,34.69
21115,2015,NonResidential,Small- and Mid-Sized Office,Virginia Mason - Cassel Craig Offices,98101,3,East,47.61094651,-122.3277112,1925,1.0,4.0,39760,0,39760,Office,39760.0,,,,,91.0,2569602.0,,153.75
21116,2015,NonResidential,Other,Sunset Club,98101,3,East,47.61110647,-122.3272074,1920,1.0,3.0,30971,0,30971,Other,30971.0,,,,,,2798967.0,,88.87
21117,2015,NonResidential,Small- and Mid-Sized Office,Virginia Mason- Blackford Hall,98101,3,East,47.61077476,-122.3275033,1946,1.0,3.0,22667,0,22667,Office,22667.0,,,,,1.0,3577120.0,,127.84
21119,2015,NonResidential,Warehouse,Office Retail -Canal Building,98103,6,Lake Union,47.64977229,-122.3492219,1927,1.0,2.0,33840,0,33840,Non-Refrigerated Warehouse,18740.0,Office,13660.0,Retail Store,1440.0,,1221806.0,,26.61
21122,2015,NonResidential,Mixed Use Property,Fremont Court - Equinox,98103,6,Lake Union,47.65018452,-122.3493482,2001,1.0,3.0,41827,9226,32601,Multifamily Housing,14273.0,Office,14128.0,Parking,9680.0,,4248084.0,,110.32
21125,2015,NonResidential,Small- and Mid-Sized Office,The Peck Building,98103,6,Lake Union,47.65105661,-122.3495771,2001,1.0,5.0,33740,6010,27730,Office,15908.0,Retail Store,8762.0,Parking,1500.0,68.0,1404467.0,,9.79
21129,2015,NonResidential,Retail Store,Dubliner Building,98103,6,Lake Union,47.65115517,-122.3503019,1911,1.0,2.0,20516,0,20516,Retail Store,10155.0,Hotel,8000.0,,,99.0,946147.0,,37.82
21140,2015,NonResidential,Distribution Center,124 N 35Th St Building,98103,6,Lake Union,47.65202472,-122.3560533,1984,1.0,1.0,26532,0,26532,Distribution Center,26532.0,,,,,4.0,1761048.0,,53.25
21141,2015,NonResidential,Small- and Mid-Sized Office,Fremont Foundry,98103,6,Lake Union,47.65184745,-122.3552423,1981,1.0,2.0,22388,0,22388,Office,19600.0,Multifamily Housing,2788.0,,,,514471.0,,7.63
21142,2015,NonResidential,Other,Warehouse-Studio,98103,6,Lake Union,47.6513688,-122.3556056,1969,1.0,1.0,30730,0,30730,Other,30730.0,,,,,,2126288.0,,47.48
21145,2015,NonResidential,Small- and Mid-Sized Office,Fremont West Business Center,98107,6,Lake Union,47.65288467,-122.3584349,1986,1.0,2.0,35600,0,35600,Office,36839.0,Parking,,,,64.0,1815350.0,,15.64
21150,2015,NonResidential,Worship Facility,First Free Methodist Church,98119,7,Magnolia / Queen Anne,47.6490837,-122.3604006,1949,1.0,3.0,62000,0,62000,Worship Facility,57200.0,Other,5000.0,,,83.0,1698779.0,,76.57
21172,2015,NonResidential,Small- and Mid-Sized Office,Ledger Marine Charters,98109,7,Magnolia / Queen Anne,47.648041,-122.3552148,1981,1.0,2.0,23600,0,23600,Office,23600.0,,,,,86.0,714898.0,,4.98
21175,2015,NonResidential,Mixed Use Property,Mix - Use Apt/Commercial,98109,7,Magnolia / Queen Anne,47.64846716,-122.3558609,1991,1.0,4.0,42705,12044,30661,Multifamily Housing,19380.0,Parking,12044.0,Retail Store,9200.0,,1647472.0,,42.4
21177,2015,NonResidential,Small- and Mid-Sized Office,4 Nick - Office,98109,7,Magnolia / Queen Anne,47.64975976,-122.3568838,1986,1.0,3.0,40067,0,40067,Office,40067.0,,,,,29.0,2704889.0,,18.86
21178,2015,NonResidential,Small- and Mid-Sized Office,Ann Building,98109,7,Magnolia / Queen Anne,47.6497584,-122.3562524,1989,1.0,3.0,26419,6922,19497,Office,26419.0,,,,,74.0,980356.0,,6.83
21179,2015,NonResidential,Small- and Mid-Sized Office,2 Nick Office Bldg,98109,7,Magnolia / Queen Anne,47.65015243,-122.3572523,1979,1.0,3.0,25262,0,25262,Office,25262.0,,,,,76.0,1069292.0,,13.57
21180,2015,NonResidential,Other,Tableau,98103,6,Lake Union,47.64971767,-122.3528932,1996,1.0,3.0,53103,0,53103,Other,38723.0,,,,,,4971699.0,,38.55
21181,2015,NonResidential,Small- and Mid-Sized Office,Canal Pl Office Park,98109,7,Magnolia / Queen Anne,47.64934199,-122.3558772,1980,1.0,3.0,34106,0,34106,Office,32739.0,,,,,35.0,2074152.0,,14.46
21182,2015,NonResidential,Small- and Mid-Sized Office,Canal Pl Office Park,98109,7,Magnolia / Queen Anne,47.64934199,-122.3558772,1980,1.0,3.0,67248,0,67248,Office,34545.0,,,,,8.0,3250570.0,,22.66
21183,2015,NonResidential,Small- and Mid-Sized Office,Canal Pl Office Park,98109,7,Magnolia / Queen Anne,47.64863978,-122.3542895,1980,1.0,3.0,70296,0,70296,Office,70296.0,,,,,86.0,2834401.0,,19.76
21208,2015,NonResidential,Other,Stone Avenue Building,98133,5,Northwest,47.72468861,-122.3412026,1964,1.0,2.0,92080,0,92080,Other,92129.0,,,,,,6205886.0,,174.79
21212,2015,NonResidential,Other,Granite Curling Club,98133,5,Northwest,47.72285088,-122.3406273,1961,1.0,1.0,20236,0,20236,Other - Recreation,20236.0,,,,,,1991234.0,,47.81
21213,2015,NonResidential,Small- and Mid-Sized Office,Cochran Inc,98133,5,Northwest,47.71997749,-122.3428237,1951,1.0,2.0,39815,0,39815,Office,27118.0,Non-Refrigerated Warehouse,12697.0,,,70.0,1554939.0,,40.12
21216,2015,Nonresidential COS,Other,Mary'S Place (Pi Bank),98133,5,Northwest,47.72290244,-122.3424964,1970,1.0,4.0,25557,0,25557,Residential Care Facility,25557.0,,,,,,1314452.0,,9.16
21218,2015,Nonresidential COS,Other,Hlf Vehicle Maintenance (A),98133,5,Northwest,47.72133496,-122.3410135,1958,1.0,2.0,26994,0,26994,Other - Services,16243.0,Office,10751.0,,,,3316562.0,,133.7
21219,2015,NonResidential,Warehouse,Hansen Bros Moving & Storage,98133,5,Northwest,47.72161322,-122.3432864,1972,1.0,1.0,48112,0,48112,Non-Refrigerated Warehouse,48112.0,,,,,69.0,1607726.0,,11.21
21221,2015,NonResidential,Other,King County Metro North Facilities Maintenance,98133,5,Northwest,47.72048923,-122.3424465,2009,1.0,1.0,20909,0,20909,Other - Public Services,19050.0,Parking,,,,50.0,1051036.0,,26.87
21226,2015,NonResidential,Small- and Mid-Sized Office,Office Building,98133,5,Northwest,47.73381054,-122.347275,2001,1.0,2.0,42793,16518,26275,Office,26275.0,Parking,16518.0,,,37.0,1612797.0,,11.24
21233,2015,NonResidential,Other,La Fitness Center,98133,5,Northwest,47.72609705,-122.3445954,2007,1.0,2.0,45000,0,45000,Other - Recreation,45000.0,,,,,,5655268.0,,161.06
21236,2015,NonResidential,Retail Store,Petsmart,98133,5,Northwest,47.72375488,-122.34352112,1998,1.0,1.0,26115,0,26115,Retail Store,26115.0,,,,,42.0,1605522.0,,30.19
21237,2015,NonResidential,Retail Store,Staples,98133,5,Northwest,47.72569066,-122.3432661,2001,1.0,1.0,23696,0,23696,Retail Store,23829.0,Parking,,,,81.0,1392153.0,,35.11
21243,2015,NonResidential,K-12 School,Seattle Country Day School,98109,7,Magnolia / Queen Anne,47.64391816,-122.3501253,2007,1.0,4.0,48660,0,48660,K-12 School,49468.0,,,,,80.0,1889990.0,,61.64
21244,2015,NonResidential,Senior Care Community,Queen Anne Healthcare,98109,7,Magnolia / Queen Anne,47.64411095,-122.3479548,1970,1.0,2.0,46539,0,46539,Senior Care Community,46539.0,,,,,79.0,5024837.0,,161.2
21262,2015,NonResidential,Residence Hall,El Rey Transistional Housing,98121,7,Downtown,47.61273575,-122.34406281,1909,1.0,4.0,29796,0,29796,Residence Hall/Dormitory,29796.0,,,,,39.0,2291194.0,,81.65
21265,2015,NonResidential,Retail Store,Patagonia Retail Store,98121,7,Downtown,47.61226207,-122.34403,1920,1.0,2.0,26400,0,26400,Retail Store,14428.0,Office,7200.0,Parking,2788.0,27.0,1049088.0,,15.38
21270,2015,NonResidential,Mixed Use Property,Warehouse/Office,98109,7,Lake Union,47.62230021,-122.3414464,1928,1.0,2.0,28800,0,28800,Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,,403963.0,,11.09
21278,2015,NonResidential,Worship Facility,Church Of Scientology Of Washington State,98119,7,Magnolia / Queen Anne,47.6222833,-122.3610318,1955,1.0,5.0,31945,0,31945,Worship Facility,31945.0,Parking,,,,4.0,1811669.0,,12.63
21290,2015,NonResidential,Small- and Mid-Sized Office,Salvation Army Nw Div Headquarters,98109,7,Magnolia / Queen Anne,47.61888324,-122.3571212,1985,1.0,5.0,85963,33055,52908,Office,52908.0,Parking,33055.0,,,43.0,4520838.0,,31.52
21310,2015,NonResidential,Retail Store,Hotel Diller,98101,7,Downtown,47.6067726,-122.3376927,1900,1.0,4.0,34680,0,34680,Retail Store,34680.0,,,,,92.0,1200811.0,,27.63
21313,2015,NonResidential,Worship Facility,Plymouth Cong Church,98101,7,Downtown,47.60866574,-122.3326487,1968,1.0,3.0,75058,34510,40548,Worship Facility,75058.0,,,,,8.0,7879628.0,,361.73
21315,2015,NonResidential,Small- and Mid-Sized Office,1518 5Th Ave Office,98101,7,Downtown,47.61130865,-122.335723,1903,1.0,3.0,57720,0,57720,Office,25000.0,,,,,100.0,43943.0,Low Outlier,0.31
21317,2015,NonResidential,Retail Store,Coliseum Building,98101,7,Downtown,47.61103821,-122.33546448,1915,1.0,1.0,36504,0,36504,Retail Store,16200.0,,,,,5.0,2139713.0,,20.63
21318,2015,NonResidential,Small- and Mid-Sized Office,Westlake Place,98101,7,Downtown,47.61045657,-122.33687282,1907,1.0,6.0,35200,0,35200,Office,35200.0,,,,,7.0,3054714.0,,21.3
21319,2015,NonResidential,Small- and Mid-Sized Office,Imperial Hotel Building,98101,7,Downtown,47.60964966,-122.33570099,1907,1.0,5.0,35840,0,35840,Office,35840.0,,,,,75.0,1638229.0,,45.02
21321,2015,NonResidential,Other,Fifth And Union,98101,7,Downtown,47.60976255,-122.3348444,1941,1.0,2.0,25920,0,25920,Bank Branch,23230.0,,,,,55.0,1415494.0,,9.87
21322,2015,NonResidential,Small- and Mid-Sized Office,Fourth & Union Building/Men'S Warehouse,98101,7,Downtown,47.60951233,-122.33557892,1928,1.0,4.0,30525,0,30525,Office,15609.0,Retail Store,6104.0,,,14.0,3014691.0,,77.07
21328,2015,NonResidential,Other,First Hill Convalescent Home,98101,7,East,47.61189526,-122.3285527,1964,1.0,4.0,49243,0,49243,Other/Specialty Hospital,52284.0,,,,,,8436996.0,,99.7
