coherence_score,factorization_time,data,params,iteration
0,1509.940726320001,both,"{'limit_to_nouns': True, 'max_df': 0.954927361852068, 'min_df': 0.0496427918956611, 'model__doc_topic_prior': 10, 'model__n_components': 20, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 1), 'vectorizer_type': 'BOW'}",18
0,140.23746484300136,both,"{'limit_to_nouns': False, 'max_df': 0.9740167629545166, 'min_df': 0.048644148917282616, 'model__doc_topic_prior': 10, 'model__n_components': 50, 'model__topic_word_prior': 5, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",19
0,223.35859324600096,both,"{'limit_to_nouns': False, 'max_df': 0.9759926891390613, 'min_df': 0.04044756020304054, 'model__doc_topic_prior': 0.05, 'model__n_components': 70, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 2), 'vectorizer_type': 'BOW'}",20
0.7575760724786365,312.2873999660005,body,"{'limit_to_nouns': False, 'max_df': 0.9894212807498306, 'min_df': 0.03154096185937862, 'model__doc_topic_prior': 0.05, 'model__n_components': 10, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",21
0.7620081202189717,313.87790092999967,body,"{'limit_to_nouns': False, 'max_df': 0.988836604684383, 'min_df': 0.031092932190155735, 'model__doc_topic_prior': 0.1, 'model__n_components': 10, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",22
0.7690717654572866,319.2573228349993,body,"{'limit_to_nouns': False, 'max_df': 0.9862525707149427, 'min_df': 0.03016734995130144, 'model__doc_topic_prior': 0.1, 'model__n_components': 40, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",23
0.7633532451037562,309.1524514390003,body,"{'limit_to_nouns': False, 'max_df': 0.9862162806664921, 'min_df': 0.026452979945846458, 'model__doc_topic_prior': 0.1, 'model__n_components': 40, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",24
0.7484927504781298,306.0061711599992,body,"{'limit_to_nouns': False, 'max_df': 0.9853341091186435, 'min_df': 0.021068829322641112, 'model__doc_topic_prior': 1, 'model__n_components': 40, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",25
0.786281487760072,300.14975889799825,body,"{'limit_to_nouns': False, 'max_df': 0.985889729098442, 'min_df': 0.03345192826253189, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",26
0,37.41734893499961,title,"{'limit_to_nouns': False, 'max_df': 0.9850439146776423, 'min_df': 0.03366965894670932, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",27
0,300.0361765640009,body,"{'limit_to_nouns': False, 'max_df': 0.9506265835208183, 'min_df': 0.04036870085883003, 'model__doc_topic_prior': 5, 'model__n_components': 75, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",28
0.7867971292777222,302.8131670399998,body,"{'limit_to_nouns': False, 'max_df': 0.9624571831529591, 'min_df': 0.02725644812943216, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",29
0.7777379525875009,297.12459201599995,body,"{'limit_to_nouns': False, 'max_df': 0.9602062646584023, 'min_df': 0.0221678737088664, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",30
0.7882421915399215,299.5126695639992,body,"{'limit_to_nouns': False, 'max_df': 0.9620557472490824, 'min_df': 0.026392662342817563, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",31
0.775538811187726,301.171905444,body,"{'limit_to_nouns': False, 'max_df': 0.9622615932441516, 'min_df': 0.018915472870851442, 'model__doc_topic_prior': 5, 'model__n_components': 25, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",32
0.7880389272310508,306.10756452400165,body,"{'limit_to_nouns': False, 'max_df': 0.9591664230429959, 'min_df': 0.02615496880904889, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",33
0,39.732069374000275,title,"{'limit_to_nouns': False, 'max_df': 0.9591852558101643, 'min_df': 0.010769008261279517, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",34
0.7876243375001772,300.2956996520006,body,"{'limit_to_nouns': False, 'max_df': 0.9520661668768265, 'min_df': 0.0231115558881807, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",35
0,303.9254497339971,body,"{'limit_to_nouns': False, 'max_df': 0.9651773322965825, 'min_df': 0.03785344630875532, 'model__doc_topic_prior': 0.5, 'model__n_components': 85, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",36
0,37.24626759400053,title,"{'limit_to_nouns': False, 'max_df': 0.9586259606465594, 'min_df': 0.01864641562458294, 'model__doc_topic_prior': 0.5, 'model__n_components': 35, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",37
0.5572276746038969,183.9768642980016,body,"{'limit_to_nouns': False, 'max_df': 0.9689027220758202, 'min_df': 0.026669985030311413, 'model__doc_topic_prior': 1, 'model__n_components': 65, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",38
0,180.75945601099738,title,"{'limit_to_nouns': True, 'max_df': 0.9648291756669761, 'min_df': 0.01710139048772773, 'model__doc_topic_prior': 0.5, 'model__n_components': 15, 'model__topic_word_prior': 5, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",39
0,296.98384787500254,body,"{'limit_to_nouns': False, 'max_df': 0.9569260027826988, 'min_df': 0.03382953449959957, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",40
0,1505.2778344049984,body,"{'limit_to_nouns': True, 'max_df': 0.9529707204114988, 'min_df': 0.02852044735273349, 'model__doc_topic_prior': 5, 'model__n_components': 95, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",41
0.25650602978806875,142.56129245299962,body,"{'limit_to_nouns': False, 'max_df': 0.9613943068692643, 'min_df': 0.011818315310131756, 'model__doc_topic_prior': 1, 'model__n_components': 90, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",42
0,188.26600888300163,title,"{'limit_to_nouns': True, 'max_df': 0.9640322788636029, 'min_df': 0.023896846876505853, 'model__doc_topic_prior': 0.5, 'model__n_components': 80, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",43
0,302.26697640400016,body,"{'limit_to_nouns': False, 'max_df': 0.9500858367924044, 'min_df': 0.03755830235962064, 'model__doc_topic_prior': 5, 'model__n_components': 55, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",44
0.7506132695941004,321.0047536239981,body,"{'limit_to_nouns': False, 'max_df': 0.9702755619643878, 'min_df': 0.015450143733284459, 'model__doc_topic_prior': 0.5, 'model__n_components': 45, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",45
0,186.23189708300197,title,"{'limit_to_nouns': True, 'max_df': 0.9673090614288137, 'min_df': 0.020519595872176315, 'model__doc_topic_prior': 1, 'model__n_components': 25, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",46
0,133.39612618200044,body,"{'limit_to_nouns': False, 'max_df': 0.9573949243424257, 'min_df': 0.03215658406808203, 'model__doc_topic_prior': 5, 'model__n_components': 75, 'model__topic_word_prior': 10, 'ngram_range': (1, 1), 'vectorizer_type': 'BOW'}",47
0,307.895028136998,body,"{'limit_to_nouns': False, 'max_df': 0.953015332083313, 'min_df': 0.02804013168935208, 'model__doc_topic_prior': 0.5, 'model__n_components': 85, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",48
0.6138520947762516,1563.5653297050012,both,"{'limit_to_nouns': True, 'max_df': 0.9778674925949321, 'min_df': 0.03593486182292934, 'model__doc_topic_prior': 0.1, 'model__n_components': 20, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 2), 'vectorizer_type': 'BOW'}",49
0.40812018865110217,140.2486472540004,body,"{'limit_to_nouns': False, 'max_df': 0.9717474565223454, 'min_df': 0.025493768429946315, 'model__doc_topic_prior': 0.05, 'model__n_components': 15, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",50
0.7755192287710648,336.836266874001,both,"{'limit_to_nouns': False, 'max_df': 0.9561533677449779, 'min_df': 0.022707788065414382, 'model__doc_topic_prior': 5, 'model__n_components': 35, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",51
0,193.44649177099927,title,"{'limit_to_nouns': True, 'max_df': 0.9692779686859267, 'min_df': 0.04387411342111965, 'model__doc_topic_prior': 10, 'model__n_components': 70, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",52
0.632072042389969,183.60792117099845,body,"{'limit_to_nouns': False, 'max_df': 0.9664452280488376, 'min_df': 0.013014257972555308, 'model__doc_topic_prior': 0.5, 'model__n_components': 80, 'model__topic_word_prior': 5, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",53
0.3997299378268189,142.80174576199715,body,"{'limit_to_nouns': False, 'max_df': 0.9760575275949884, 'min_df': 0.029346886200315506, 'model__doc_topic_prior': 0.05, 'model__n_components': 60, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",54
0.7294047064036063,367.20491607400254,both,"{'limit_to_nouns': False, 'max_df': 0.960052294114548, 'min_df': 0.017089442473593758, 'model__doc_topic_prior': 0.1, 'model__n_components': 50, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",55
0,1425.8707827930011,body,"{'limit_to_nouns': True, 'max_df': 0.9539203936407162, 'min_df': 0.04011634368095486, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",56
0,274.0098549809991,body,"{'limit_to_nouns': False, 'max_df': 0.9512179140368475, 'min_df': 0.03496099202063899, 'model__doc_topic_prior': 10, 'model__n_components': 55, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",57
0.6174399620434329,192.16689086599945,both,"{'limit_to_nouns': False, 'max_df': 0.9633325382839717, 'min_df': 0.030539237923230832, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 1, 'ngram_range': (1, 2), 'vectorizer_type': 'BOW'}",58
0,20.947692555000685,title,"{'limit_to_nouns': False, 'max_df': 0.9724881963645128, 'min_df': 0.047753035094520335, 'model__doc_topic_prior': 0.05, 'model__n_components': 45, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",59
0.7248029886838592,1410.5007747939999,body,"{'limit_to_nouns': True, 'max_df': 0.9581787631948852, 'min_df': 0.03884316321132525, 'model__doc_topic_prior': 0.1, 'model__n_components': 10, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",60
0,282.3921286879995,body,"{'limit_to_nouns': False, 'max_df': 0.9612841391057206, 'min_df': 0.042886957946165705, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",61
0.7803655449032383,311.3631092430005,both,"{'limit_to_nouns': False, 'max_df': 0.9556117565040393, 'min_df': 0.021721538245705302, 'model__doc_topic_prior': 5, 'model__n_components': 30, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",62
0,279.677896489,body,"{'limit_to_nouns': False, 'max_df': 0.9752844254672024, 'min_df': 0.02463491112400477, 'model__doc_topic_prior': 10, 'model__n_components': 90, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",63
0.6063815080755391,176.9741137029996,body,"{'limit_to_nouns': False, 'max_df': 0.9681097958356987, 'min_df': 0.019575092651083266, 'model__doc_topic_prior': 1, 'model__n_components': 20, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",64
0,178.69205458800207,title,"{'limit_to_nouns': True, 'max_df': 0.9700935356522951, 'min_df': 0.025754880376732153, 'model__doc_topic_prior': 5, 'model__n_components': 70, 'model__topic_word_prior': 10, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",65
0.7881546590496882,285.0221793839992,body,"{'limit_to_nouns': False, 'max_df': 0.9513441884226044, 'min_df': 0.023645234634979247, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",66
0.787611825925893,286.3889902999981,body,"{'limit_to_nouns': False, 'max_df': 0.9547175856341307, 'min_df': 0.027510182464007184, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",67
0,279.4292883400012,body,"{'limit_to_nouns': False, 'max_df': 0.9650942812091692, 'min_df': 0.03208845683825482, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",68
0.788109511788483,279.44943937599965,body,"{'limit_to_nouns': False, 'max_df': 0.9594147651120317, 'min_df': 0.02394746020940944, 'model__doc_topic_prior': 0.5, 'model__n_components': 65, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",69
0.7884501986922854,278.80125339900405,body,"{'limit_to_nouns': False, 'max_df': 0.9606764187603707, 'min_df': 0.02378611910337058, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",70
0.7882564842786093,281.1568585269997,body,"{'limit_to_nouns': False, 'max_df': 0.9608174033789408, 'min_df': 0.016537711346772375, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",71
0.7884356092057581,283.69398952699703,body,"{'limit_to_nouns': False, 'max_df': 0.9610166800139412, 'min_df': 0.013690499995086935, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",72
0.7890885812164767,316.1640459279952,body,"{'limit_to_nouns': False, 'max_df': 0.9637046956560371, 'min_df': 0.010113450883989725, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",73
0.7889723628814052,310.2577682600022,body,"{'limit_to_nouns': False, 'max_df': 0.965734225993168, 'min_df': 0.01195301223882074, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",74
0.5610867979428114,314.5932444830032,body,"{'limit_to_nouns': False, 'max_df': 0.963439482928469, 'min_df': 0.010338923625387651, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",75
0.7884943000913675,317.27468741000484,body,"{'limit_to_nouns': False, 'max_df': 0.9728746399077138, 'min_df': 0.011639431897937964, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",76
0.7899387466549097,318.5487282899994,body,"{'limit_to_nouns': False, 'max_df': 0.982148368186783, 'min_df': 0.011810507801268856, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",77
0.773031500745552,350.91228881999996,both,"{'limit_to_nouns': False, 'max_df': 0.9834670317355577, 'min_df': 0.015529450065780371, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",78
0.7899387466549097,325.65952094300155,body,"{'limit_to_nouns': False, 'max_df': 0.9815869442677007, 'min_df': 0.010092605167141869, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",79
0,36.41488253400166,title,"{'limit_to_nouns': False, 'max_df': 0.9876869739907902, 'min_df': 0.010070291893487016, 'model__doc_topic_prior': 0.5, 'model__n_components': 75, 'model__topic_word_prior': 5, 'ngram_range': (1, 2), 'vectorizer_type': 'BOW'}",80
0.7455939805861292,323.8839128480031,body,"{'limit_to_nouns': False, 'max_df': 0.9802000442018514, 'min_df': 0.014230060773399479, 'model__doc_topic_prior': 0.05, 'model__n_components': 25, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",81
0.4883499060290662,1404.101128579001,body,"{'limit_to_nouns': True, 'max_df': 0.9832697722356883, 'min_df': 0.013044061628864925, 'model__doc_topic_prior': 0.1, 'model__n_components': 60, 'model__topic_word_prior': 5, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",82
0.7899387466549096,314.024907498002,body,"{'limit_to_nouns': False, 'max_df': 0.9785939387061422, 'min_df': 0.011214281621527177, 'model__doc_topic_prior': 0.5, 'model__n_components': 85, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",83
0.7852709204820598,353.03917965400615,both,"{'limit_to_nouns': False, 'max_df': 0.9782819020208824, 'min_df': 0.016244367411660632, 'model__doc_topic_prior': 10, 'model__n_components': 85, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",84
0.7899387466549096,316.8954731970007,body,"{'limit_to_nouns': False, 'max_df': 0.9807912758846405, 'min_df': 0.01835075952706207, 'model__doc_topic_prior': 0.5, 'model__n_components': 85, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",85
0,34.45327213299606,title,"{'limit_to_nouns': False, 'max_df': 0.9878422324847673, 'min_df': 0.019459424347213785, 'model__doc_topic_prior': 0.5, 'model__n_components': 85, 'model__topic_word_prior': 5, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",86
0.3538853987041678,1422.523234637003,body,"{'limit_to_nouns': True, 'max_df': 0.9812480301477725, 'min_df': 0.015021166968788045, 'model__doc_topic_prior': 1, 'model__n_components': 50, 'model__topic_word_prior': 5, 'ngram_range': (1, 1), 'vectorizer_type': 'TFIDF'}",87
0.7370241912465416,314.06526943099743,body,"{'limit_to_nouns': False, 'max_df': 0.9834314670955058, 'min_df': 0.01792329057893273, 'model__doc_topic_prior': 0.05, 'model__n_components': 35, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",88
0.7168584159625616,335.4236921990014,body,"{'limit_to_nouns': False, 'max_df': 0.9771581440779962, 'min_df': 0.012563369115886376, 'model__doc_topic_prior': 0.5, 'model__n_components': 15, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",89
0.7334007309207621,351.05549760600115,both,"{'limit_to_nouns': False, 'max_df': 0.9844753800651586, 'min_df': 0.018220829030429986, 'model__doc_topic_prior': 0.1, 'model__n_components': 40, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",90
0,1459.7720969850052,body,"{'limit_to_nouns': True, 'max_df': 0.9898049492351193, 'min_df': 0.013735042961851664, 'model__doc_topic_prior': 0.5, 'model__n_components': 80, 'model__topic_word_prior': 5, 'ngram_range': (1, 2), 'vectorizer_type': 'TFIDF'}",91
0,40.768170266004745,title,"{'limit_to_nouns': False, 'max_df': 0.9747523724311222, 'min_df': 0.020451606429738454, 'model__doc_topic_prior': 10, 'model__n_components': 85, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",92
0.37918675816253744,144.78262384800473,body,"{'limit_to_nouns': False, 'max_df': 0.9875310153381964, 'min_df': 0.01140056384087047, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 5, 'ngram_range': (1, 1), 'vectorizer_type': 'BOW'}",93
0.758575915597859,326.6310960800038,body,"{'limit_to_nouns': False, 'max_df': 0.9822556158024739, 'min_df': 0.0171310300361029, 'model__doc_topic_prior': 0.5, 'model__n_components': 10, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'TFIDF'}",94
