coherence_score,factorization_time,data,params,iteration
0,236.40082161700047,body,"{'limit_to_nouns': False, 'max_df': 0.9544314262980174, 'min_df': 0.024257075166994845, 'model__doc_topic_prior': 10, 'model__n_components': 90, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",15
0.74934924212364,264.55485021499953,body,"{'limit_to_nouns': False, 'max_df': 0.9793750375754775, 'min_df': 0.024773133055334903, 'model__doc_topic_prior': 0.1, 'model__n_components': 40, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",16
0.7898510093775295,235.47277504199883,body,"{'limit_to_nouns': False, 'max_df': 0.9567052922519331, 'min_df': 0.01370958153149505, 'model__doc_topic_prior': 10, 'model__n_components': 85, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",17
0.7642823031614128,248.73780567700123,body,"{'limit_to_nouns': False, 'max_df': 0.9698124456772756, 'min_df': 0.037241564986428555, 'model__doc_topic_prior': 0.5, 'model__n_components': 30, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",18
0,233.49448291599765,body,"{'limit_to_nouns': False, 'max_df': 0.9656942670973516, 'min_df': 0.04110049089631129, 'model__doc_topic_prior': 5, 'model__n_components': 45, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",19
0.769651753872142,261.97484909099876,both,"{'limit_to_nouns': False, 'max_df': 0.9804475602030405, 'min_df': 0.03448943581435439, 'model__doc_topic_prior': 1, 'model__n_components': 50, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",20
0.7892881545538991,233.55034021399842,body,"{'limit_to_nouns': False, 'max_df': 0.9769235686232006, 'min_df': 0.010968740532435552, 'model__doc_topic_prior': 5, 'model__n_components': 20, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",21
0.7914318792866908,234.46363177700186,body,"{'limit_to_nouns': False, 'max_df': 0.9753531319054495, 'min_df': 0.010276954328270648, 'model__doc_topic_prior': 5, 'model__n_components': 35, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",22
0.7249149271518297,264.8424220119996,body,"{'limit_to_nouns': False, 'max_df': 0.9747194042749282, 'min_df': 0.01025433373582852, 'model__doc_topic_prior': 0.5, 'model__n_components': 35, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",23
0.7914150328919758,232.9035054220003,body,"{'limit_to_nouns': False, 'max_df': 0.9852231270933726, 'min_df': 0.020250919781078756, 'model__doc_topic_prior': 5, 'model__n_components': 35, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",24
0.7910930992692533,235.68043581500024,body,"{'limit_to_nouns': False, 'max_df': 0.9740102626573325, 'min_df': 0.012010652473251802, 'model__doc_topic_prior': 5, 'model__n_components': 25, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",25
0,230.96611657299945,body,"{'limit_to_nouns': False, 'max_df': 0.9829924512403488, 'min_df': 0.048611647273095235, 'model__doc_topic_prior': 5, 'model__n_components': 65, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",26
0.7894839828121779,236.53565505499864,body,"{'limit_to_nouns': False, 'max_df': 0.9743717105346053, 'min_df': 0.01872632059201637, 'model__doc_topic_prior': 5, 'model__n_components': 60, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",27
0.7921070255578977,240.59704588399836,body,"{'limit_to_nouns': False, 'max_df': 0.9822940251678073, 'min_df': 0.016203498884634016, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",28
0,240.30890718299997,body,"{'limit_to_nouns': False, 'max_df': 0.9888731987563474, 'min_df': 0.027781218989654057, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",29
0.7923284614639008,239.269588930998,body,"{'limit_to_nouns': False, 'max_df': 0.9825759057965421, 'min_df': 0.016658469058256974, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",30
0,238.7859260960031,body,"{'limit_to_nouns': False, 'max_df': 0.9831849012803523, 'min_df': 0.03306780567533131, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",31
0,243.27652271099942,body,"{'limit_to_nouns': False, 'max_df': 0.9864299820203163, 'min_df': 0.02221634685688629, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",32
0.7873909230471828,264.09993023300194,both,"{'limit_to_nouns': False, 'max_df': 0.9773929242457566, 'min_df': 0.0181752812746417, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",33
0.7876453723605363,241.61203793800087,body,"{'limit_to_nouns': False, 'max_df': 0.9500675173155168, 'min_df': 0.02073571012415752, 'model__doc_topic_prior': 1, 'model__n_components': 95, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",34
0.7790863055598064,239.61134209199736,body,"{'limit_to_nouns': False, 'max_df': 0.9899909552155286, 'min_df': 0.013160085963765828, 'model__doc_topic_prior': 1, 'model__n_components': 75, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",35
0.7172206837213029,273.2351604489995,both,"{'limit_to_nouns': False, 'max_df': 0.9722726275654123, 'min_df': 0.016705559049445668, 'model__doc_topic_prior': 1, 'model__n_components': 15, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",36
0,249.33351261900316,body,"{'limit_to_nouns': False, 'max_df': 0.9830454372981017, 'min_df': 0.02680339964258586, 'model__doc_topic_prior': 0.5, 'model__n_components': 70, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",37
0.7653906892476069,258.7339582370005,body,"{'limit_to_nouns': False, 'max_df': 0.9600107932870987, 'min_df': 0.038777945033836136, 'model__doc_topic_prior': 0.1, 'model__n_components': 40, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",38
0.7555207426148565,280.91468711700145,both,"{'limit_to_nouns': False, 'max_df': 0.9671451197697888, 'min_df': 0.03184967922322739, 'model__doc_topic_prior': 0.05, 'model__n_components': 20, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",39
0.7868664727290782,239.43805493499895,body,"{'limit_to_nouns': False, 'max_df': 0.9854666218697462, 'min_df': 0.023006162980870624, 'model__doc_topic_prior': 1, 'model__n_components': 80, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",40
0.7912334214284418,249.52551321400097,body,"{'limit_to_nouns': False, 'max_df': 0.9813812750216397, 'min_df': 0.016642223539067077, 'model__doc_topic_prior': 1, 'model__n_components': 65, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",41
0.7152739813020742,288.28402385200025,both,"{'limit_to_nouns': False, 'max_df': 0.9775087536344919, 'min_df': 0.014121157714406609, 'model__doc_topic_prior': 0.1, 'model__n_components': 85, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",42
0.7483102522617207,270.8232223729974,body,"{'limit_to_nouns': False, 'max_df': 0.9724368541708749, 'min_df': 0.020967512269827855, 'model__doc_topic_prior': 0.05, 'model__n_components': 45, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",43
0,242.9741427379995,body,"{'limit_to_nouns': False, 'max_df': 0.9876857801572289, 'min_df': 0.027095052596297117, 'model__doc_topic_prior': 1, 'model__n_components': 90, 'model__topic_word_prior': 0.5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",44
0.705439143400995,294.51826909100055,both,"{'limit_to_nouns': False, 'max_df': 0.9652435234258411, 'min_df': 0.012453753719266486, 'model__doc_topic_prior': 0.5, 'model__n_components': 25, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",45
0.7516364596953177,254.2225921620011,body,"{'limit_to_nouns': False, 'max_df': 0.9898341712421705, 'min_df': 0.030483998739660973, 'model__doc_topic_prior': 1, 'model__n_components': 10, 'model__topic_word_prior': 10, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",46
0,241.64587180200033,body,"{'limit_to_nouns': False, 'max_df': 0.9817047382762488, 'min_df': 0.04834552014705555, 'model__doc_topic_prior': 10, 'model__n_components': 95, 'model__topic_word_prior': 0.05, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",47
0.7429207381420743,262.166413551,body,"{'limit_to_nouns': False, 'max_df': 0.9795359207348038, 'min_df': 0.01956899909020212, 'model__doc_topic_prior': 0.05, 'model__n_components': 55, 'model__topic_word_prior': 1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",48
0,281.0739617580002,both,"{'limit_to_nouns': False, 'max_df': 0.9782600515351147, 'min_df': 0.03593486182292934, 'model__doc_topic_prior': 0.1, 'model__n_components': 75, 'model__topic_word_prior': 5, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",49
0.7279595827819858,254.39202826199835,body,"{'limit_to_nouns': False, 'max_df': 0.9623740151924662, 'min_df': 0.016131366702781636, 'model__doc_topic_prior': 1, 'model__n_components': 15, 'model__topic_word_prior': 0.1, 'ngram_range': (1, 3), 'vectorizer_type': 'BOW'}",50
