Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FS","Données de la sécurité alimentaire","18","Bhoutan","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","18","Bhoutan","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","19","Bolivie (État plurinational de)","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","22.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","19","Bolivie (État plurinational de)","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","2.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","80","Bosnie-Herzégovine","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","80","Bosnie-Herzégovine","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","20","Botswana","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","25.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","20","Botswana","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","21","Brésil","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","21","Brésil","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","26","Brunéi Darussalam","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","2.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","26","Brunéi Darussalam","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","27","Bulgarie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","27","Bulgarie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","233","Burkina Faso","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","20.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","233","Burkina Faso","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","3.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","29","Burundi","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","29","Burundi","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","14.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","115","Cambodge","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","18.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","115","Cambodge","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","2.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","32","Cameroun","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","8.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","1.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","3.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","351","Chine","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","10.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","351","Chine","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","146.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","12.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","41","Chine, continentale","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","10.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","41","Chine, continentale","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","145","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","214","Chine, Taiwan Province de","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","4.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","214","Chine, Taiwan Province de","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","50","Chypre","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","4.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","50","Chypre","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","44","Colombie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","10","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","44","Colombie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","4.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","45","Comores","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","45","Comores","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","46","Congo","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","39.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","46","Congo","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","1.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","48","Costa Rica","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","5.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","48","Costa Rica","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","21.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","4.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","98","Croatie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","98","Croatie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","49","Cuba","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","49","Cuba","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","54","Danemark","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","54","Danemark","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","72","Djibouti","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","20.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","72","Djibouti","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","55","Dominique","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","5.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","55","Dominique","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","59","Égypte","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","4.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","59","Égypte","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","3.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","60","El Salvador","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","12.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","60","El Salvador","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","5.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","58","Équateur","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","8.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","58","Équateur","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","1.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","178","Érythrée","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","178","Érythrée","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","203","Espagne","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","203","Espagne","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<1.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","63","Estonie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","2.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","63","Estonie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","209","Eswatini","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","22.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","209","Eswatini","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<7.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","238","Éthiopie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","29","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","238","Éthiopie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","26.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<3.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","66","Fidji","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","4.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","66","Fidji","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","67","Finlande","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","67","Finlande","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","68","France","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","68","France","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<1.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","74","Gabon","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","9.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","74","Gabon","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","75","Gambie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","9.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","75","Gambie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","73","Géorgie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","73","Géorgie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","81","Ghana","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","5.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","81","Ghana","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","1.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","84","Grèce","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5","F","Estimation FAO"
